Wall time,Step,Value
1649773152.9587078,465,410.32830810546875
1649773156.2493734,658,79.30667114257812
1649773164.3026826,1132,434.3858947753906
1649773179.1625726,1940,19.83527946472168
1649773179.5950482,1960,17.916568756103516
1649773192.4345598,2693,52.973609924316406
1649773192.8685503,2717,45.799461364746094
1649773202.3460026,3265,20.00463104248047
1649773217.6534436,4121,2.8471603393554688
1649773218.9992273,4181,10.539978981018066
1649773240.3510184,5262,5.291450500488281
1649773240.9339468,5295,4.201358318328857
1649773242.1173005,5362,4.574230670928955
1649773243.7067733,5454,5.009276866912842
1649773250.28024,5832,2.9909679889678955
1649773250.8671248,5866,69.61927032470703
1649773253.2561295,5997,138.35116577148438
1649773254.5266716,6053,60.43777084350586
1649773259.308691,6279,1.7256247997283936
1649773260.4413545,6334,4.838625907897949
1649773269.2580807,6730,1.2203741073608398
1649773271.6047237,6850,1.9295642375946045
1649773274.3360307,6991,82.33255004882812
1649773282.9267924,7436,1.3652077913284302
1649773283.442095,7464,31.97638511657715
1649773287.0976233,7644,32.883270263671875
1649773300.5291111,8291,3.1815059185028076
1649773305.9609723,8548,3.981306791305542
1649773306.0854852,8554,10.276604652404785
1649773309.0296495,8694,26.948867797851562
1649773310.2379339,8752,31.439603805541992
1649773319.1291313,9152,14.489863395690918
1649773321.2514982,9252,20.628833770751953
1649773322.0035272,9291,7.191914081573486
1649773329.6410353,9712,8.253625869750977
1649773330.5223303,9753,16.274030685424805
1649773332.1267834,9837,13.979591369628906
1649773333.164497,9894,1.1117665767669678
1649773333.58564,9917,6.723236083984375
1649773334.1829906,9949,4.68715763092041
1649773334.741513,9979,5.054492473602295
1649773336.2375903,10063,10.493853569030762
1649773338.5360632,10191,9.883728981018066
1649773342.9875164,10445,22.039859771728516
1649773344.2979054,10518,18.990676879882812
1649773346.6666567,10645,8.481443405151367
1649773354.180347,11023,1.7872697114944458
1649773356.20452,11118,1.183227777481079
1649773369.45411,11819,5.74970817565918
1649773373.0714421,12027,4.16738748550415
1649773373.8985193,12076,4.3178510665893555
1649773378.7545314,12354,29.1767578125
1649773380.939128,12476,29.006103515625
1649773389.2040286,12905,3.2307426929473877
1649773396.527968,13304,0.5725146532058716
1649773398.079324,13388,34.756858825683594
1649773400.5679226,13522,293.1346130371094
1649773405.9178908,13802,4.009069442749023
1649773406.8565872,13849,1.4251675605773926
1649773409.1980278,13971,8.27131462097168
1649773422.6035595,14645,1.3188927173614502
1649773426.5619597,14851,1.7402783632278442
1649773430.5379512,15065,40.34734344482422
1649773436.2353623,15371,9.201812744140625
1649773441.116798,15610,1.8325470685958862
1649773453.7130213,16241,23.526092529296875
1649773465.7206259,16866,47.33621597290039
1649773466.0158432,16883,29.055206298828125
1649773466.4318385,16907,37.060272216796875
1649773490.582338,18121,40.504234313964844
1649773490.718851,18129,11.534666061401367
1649773490.8693843,18137,31.353219985961914
1649773497.1237319,18481,1.086747169494629
1649773502.1667264,18759,9.480234146118164
1649773502.805194,18795,28.507143020629883
1649773511.1850934,19209,11.81076431274414
1649773513.2740119,19319,13.433640480041504
1649773514.5098522,19377,10.045890808105469
1649773517.275222,19501,2.698575735092163
1649773518.1621106,19546,4.478920936584473
1649773519.358778,19617,8.890270233154297
1649773536.6906538,20618,20.797664642333984
1649773537.1704814,20646,9.213088035583496
1649773540.585366,20841,23.394561767578125
1649773542.7525628,20968,13.863299369812012
1649773543.9206536,21036,4.393205165863037
1649773547.8966308,21267,0.37903356552124023
1649773563.9088252,22162,8.76611328125
1649773573.5774102,22702,75.12786865234375
1649773589.464844,23500,53.94388198852539
1649773607.1316986,24469,20.975662231445312
1649773612.1872368,24758,4.9593353271484375
1649773615.293275,24938,1.8138504028320312
1649773616.243872,24991,4.138430595397949
1649773624.8050756,25444,2.9085683822631836
1649773628.5217445,25649,36.819828033447266
1649773633.7181218,25929,0.8759289383888245
1649773646.818659,26646,22.465492248535156
1649773658.9326224,27308,0.3948008120059967
1649773670.3634183,27894,44.636802673339844
1649773672.6005442,28006,46.368953704833984
1649773674.5308826,28102,54.165889739990234
1649773688.3395274,28794,40.520206451416016
1649773698.4865658,29310,37.049842834472656
1649773702.030434,29490,0.40931156277656555
1649773703.5125859,29565,32.672183990478516
1649773704.9142222,29636,3.332632303237915
1649773705.706729,29677,10.68751335144043
1649773708.6590252,29831,30.029882431030273
1649773712.9896126,30055,1.8427172899246216
1649773713.4798884,30080,1.1320326328277588
1649773717.7119138,30300,2.9400105476379395
1649773730.5300014,30959,11.959833145141602
1649773730.6859376,30967,54.35237121582031
1649773738.6075082,31376,2.3742997646331787
1649773739.2671223,31410,8.863529205322266
1649773744.1152465,31660,49.41822052001953
1649773749.8061402,31953,37.61766052246094
1649773751.0041926,32014,21.53766441345215
1649773766.9452608,32811,26.82157325744629
1649773767.1790934,32824,16.45553207397461
1649773783.139504,33701,15.928592681884766
1649773784.9486797,33803,63.03350067138672
1649773786.045609,33864,55.772396087646484
1649773807.2631965,34951,14.792276382446289
1649773807.6430159,34967,21.298969268798828
1649773811.3946345,35140,2.5432965755462646
1649773812.9329824,35217,33.434783935546875
1649773818.4175835,35477,40.24474334716797
1649773819.8206885,35551,36.78902053833008
1649773822.5709312,35704,14.131628036499023
1649773826.1395671,35913,132.20718383789062
1649773839.4567847,36694,7.425337314605713
1649773842.7578044,36891,8.685577392578125
1649773844.6612892,36996,12.119707107543945
1649773845.970361,37065,6.578638553619385
1649773848.1122534,37182,27.656085968017578
1649773855.9056187,37674,6.356725692749023
1649773857.0950093,37749,0.9444105625152588
1649773867.2373822,38386,0.868370532989502
1649773867.252742,38387,2.8651459217071533
1649773867.5824883,38408,2.602605104446411
1649773873.8482904,38805,28.41507911682129
1649773874.3729212,38839,19.575803756713867
1649773877.283029,39025,5.701178550720215
1649773886.1294768,39588,0.11281604319810867
1649773888.0796425,39712,2.974777936935425
1649773894.4402928,40110,4.0738701820373535
1649773896.4445972,40236,0.035320911556482315
1649773896.6529539,40249,1.1893335580825806
1649773897.952436,40332,0.608744740486145
1649773899.268968,40416,1.3199857473373413
1649773901.227215,40540,6.807101249694824
1649773902.4526815,40617,12.2870454788208
1649773908.6395977,40942,0.04604610428214073
1649773915.97478,41374,20.766504287719727
1649773917.6516426,41473,9.847563743591309
1649773926.8679545,41968,1.424139380455017
1649773927.5989108,42012,1.7423052787780762
1649773929.5811121,42131,20.220603942871094
1649773935.4972024,42461,19.85194206237793
1649773936.7316246,42535,10.829273223876953
1649773942.3964581,42855,15.939630508422852
1649773948.7572446,43231,20.65981674194336
1649773965.50421,44255,47.151268005371094
1649773965.9528737,44283,45.933937072753906
1649773967.0010395,44349,67.58686828613281
1649773968.7808545,44463,85.68165588378906
1649773969.723221,44522,604.9078979492188
1649773972.6949966,44711,47.70500564575195
1649773972.8992796,44724,22.82984161376953
1649773973.0123966,44730,4.078881740570068
1649773973.7584543,44761,11.993158340454102
1649773977.4771347,44976,13.379739761352539
1649774002.6968422,46492,28.247264862060547
1649774009.1136782,46890,19.784170150756836
1649774011.8600047,47063,10.677379608154297
1649774011.9243584,47067,32.352718353271484
1649774012.1776094,47083,19.299579620361328
1649774013.6733084,47178,14.511526107788086
1649774015.8292892,47304,32.02543258666992
1649774021.976831,47625,17.264142990112305
1649774028.0130515,47999,1.2699034214019775
1649774031.457383,48189,1.4024230241775513
1649774032.4170663,48247,0.37522125244140625
1649774049.8313398,49165,0.027611464262008667
1649774052.5083566,49314,0.3945668935775757
1649774055.478172,49483,4.032739162445068
1649774060.390423,49752,6.5575737953186035
1649774069.3814871,50261,79.70741271972656
1649774076.6733463,50639,10.616218566894531
1649774077.6407065,50697,6.915666580200195
1649774096.1313622,51797,0.6913929581642151
1649774098.4596953,51936,123.87615203857422
1649774099.0387478,51971,180.99246215820312
1649774099.772932,52013,93.80250549316406
1649774103.5371616,52229,74.16354370117188
1649774104.2484782,52263,11.142213821411133
1649774105.8263786,52352,10.071660995483398
1649774106.0563507,52364,11.270569801330566
1649774106.673331,52399,10.246736526489258
1649774115.6700325,52967,2.229771852493286
